"emp_no","first_name","last_name","title","from_date","to_date"
493632,"Sumali","Demri","Senior Engineer","1998-09-08","9999-01-01"
493638,"Xiaoheng","Pulkowski","Senior Staff","1997-07-13","9999-01-01"
493638,"Xiaoheng","Pulkowski","Staff","1992-07-13","1997-07-13"
493642,"Sanjai","Baig","Senior Staff","1993-06-18","9999-01-01"
493642,"Sanjai","Baig","Staff","1985-06-18","1993-06-18"
493647,"Jayson","Perri","Senior Staff","2002-01-21","9999-01-01"
493647,"Jayson","Perri","Staff","1994-01-21","2002-01-21"
493651,"Constantino","Demeyer","Staff","1999-04-03","9999-01-01"
493655,"Vidya","Willoner","Senior Engineer","1995-03-01","9999-01-01"
493656,"Vivian","Lalonde","Engineer","1992-12-30","2000-12-30"
493656,"Vivian","Lalonde","Senior Engineer","2000-12-30","9999-01-01"
493662,"Badri","Silva","Engineer","1997-09-21","9999-01-01"
493665,"Weiyi","Zultner","Staff","1995-12-01","9999-01-01"
493671,"Mikhail","Chiola","Senior Staff","1995-02-10","9999-01-01"
493671,"Mikhail","Chiola","Staff","1988-02-10","1995-02-10"
493673,"Aloys","Cools","Senior Staff","1999-04-14","9999-01-01"
493673,"Aloys","Cools","Staff","1992-04-13","1999-04-14"
493675,"Dante","Benaini","Engineer","1987-10-20","1991-05-17"
493678,"Chirstian","Beeson","Engineer","1993-07-31","1998-07-31"
493678,"Chirstian","Beeson","Senior Engineer","1998-07-31","9999-01-01"
493681,"Baocai","Mersereau","Engineer","1987-05-22","1992-05-21"
493681,"Baocai","Mersereau","Senior Engineer","1992-05-21","9999-01-01"
493683,"Magy","Ducloy","Senior Staff","2001-01-21","9999-01-01"
493683,"Magy","Ducloy","Staff","1995-01-22","2001-01-21"
493685,"Kazunori","Isaak","Engineer","1997-03-17","2002-01-15"
493690,"Tua","Pearson","Senior Staff","2000-11-26","2001-12-17"
493690,"Tua","Pearson","Staff","1995-11-27","2000-11-26"
493695,"Sariel","Camarinopoulos","Assistant Engineer","1985-07-18","1990-07-18"
493695,"Sariel","Camarinopoulos","Engineer","1990-07-18","1995-07-18"
493695,"Sariel","Camarinopoulos","Senior Engineer","1995-07-18","9999-01-01"
493698,"Kwangyoen","Koblitz","Staff","1996-03-29","9999-01-01"
493700,"JoAnne","Kushnir","Senior Staff","1994-04-15","9999-01-01"
493700,"JoAnne","Kushnir","Staff","1989-04-15","1994-04-15"
493706,"Houman","Sadowsky","Senior Engineer","1998-05-11","9999-01-01"
493708,"Avishai","Heemskerk","Staff","1990-12-13","1992-07-31"
493711,"Guadalupe","Ranai","Technique Leader","1991-04-26","1992-09-14"
493714,"Peer","Sherertz","Engineer","1996-10-03","9999-01-01"
493715,"Dipayan","Binding","Assistant Engineer","1994-11-24","1999-11-24"
493715,"Dipayan","Binding","Engineer","1999-11-24","9999-01-01"
493716,"Vitaly","Zaumen","Engineer","1989-01-04","1997-01-04"
493716,"Vitaly","Zaumen","Senior Engineer","1997-01-04","1998-07-30"
493720,"Juyoung","Sridhar","Senior Staff","2001-07-19","9999-01-01"
493720,"Juyoung","Sridhar","Staff","1995-07-20","2001-07-19"
493721,"Serif","Zielinski","Engineer","1987-07-18","1993-07-17"
493721,"Serif","Zielinski","Senior Engineer","1993-07-17","9999-01-01"
493723,"Masadi","Munoz","Assistant Engineer","1994-07-03","2001-03-28"
493725,"Anneke","Jeansoulin","Senior Staff","1991-05-03","9999-01-01"
493725,"Anneke","Jeansoulin","Staff","1985-05-03","1991-05-03"
493736,"Yoshimitsu","Maksimenko","Engineer","1993-10-04","1999-10-04"
493736,"Yoshimitsu","Maksimenko","Senior Engineer","1999-10-04","9999-01-01"
493738,"Jolita","Schreiter","Senior Staff","1993-01-05","9999-01-01"
493738,"Jolita","Schreiter","Staff","1987-01-06","1993-01-05"
493739,"Xinglin","Kroha","Engineer","1999-02-13","2001-08-15"
493743,"Erzsebet","Osgood","Engineer","1997-07-06","9999-01-01"
493747,"Wayne","Ibel","Staff","1989-11-18","1997-05-06"
493748,"Mircea","Mayerwieser","Engineer","1985-03-19","1994-03-19"
493748,"Mircea","Mayerwieser","Senior Engineer","1994-03-19","9999-01-01"
493752,"Dulce","Bazzichi","Staff","1995-08-20","9999-01-01"
493753,"Maia","Rettelbach","Engineer","1996-06-15","2001-06-15"
493753,"Maia","Rettelbach","Senior Engineer","2001-06-15","9999-01-01"
493754,"Amstein","Stifter","Senior Staff","1986-11-06","9999-01-01"
493758,"Miomir","Biron","Engineer","1993-08-09","2001-08-09"
493758,"Miomir","Biron","Senior Engineer","2001-08-09","9999-01-01"
493761,"Giap","Arlazarov","Senior Staff","2000-10-19","9999-01-01"
493761,"Giap","Arlazarov","Staff","1995-10-20","2000-10-19"
493763,"Dulce","Giveon","Senior Staff","1995-03-07","9999-01-01"
493764,"Zeydy","Quadeer","Technique Leader","1985-11-04","9999-01-01"
493775,"Valter","Garrabrants","Senior Staff","1992-01-07","1998-03-08"
493777,"Susanta","Gecsei","Staff","1995-11-18","2000-04-21"
493780,"Parke","Staylopatis","Engineer","1993-08-06","2000-08-06"
493780,"Parke","Staylopatis","Senior Engineer","2000-08-06","9999-01-01"
493788,"Maha","Cronau","Senior Staff","1998-11-25","9999-01-01"
493788,"Maha","Cronau","Staff","1992-11-25","1998-11-25"
493789,"Elvia","Zirintsis","Senior Engineer","1988-03-08","9999-01-01"
493792,"Leni","McFarlin","Engineer","1991-03-26","1994-12-26"
493794,"Manibrata","McFarlin","Staff","1992-02-10","1996-12-03"
493797,"Pranay","Stiles","Engineer","1985-10-20","1989-04-29"
493800,"Constantine","Zallocco","Senior Staff","1994-08-03","9999-01-01"
493800,"Constantine","Zallocco","Staff","1985-08-03","1994-08-03"
493801,"Stein","Pews","Engineer","1998-11-16","9999-01-01"
493804,"Perry","Polupanov","Staff","1995-05-02","9999-01-01"
493805,"Shim","Yeung","Senior Engineer","1993-01-25","9999-01-01"
493808,"Constantijn","Mukaidono","Senior Engineer","1987-09-11","9999-01-01"
493811,"Maja","Asser","Senior Engineer","1988-12-22","9999-01-01"
493812,"Bernardo","Brizzi","Senior Staff","1989-07-05","9999-01-01"
493816,"Rafail","Harbusch","Senior Staff","1988-02-24","9999-01-01"
493820,"Yahiko","Fiebach","Engineer","1993-07-23","2000-07-23"
493820,"Yahiko","Fiebach","Senior Engineer","2000-07-23","9999-01-01"
493822,"Yechezkel","Chappelet","Engineer","1997-10-02","9999-01-01"
493831,"Minghong","Brizzi","Senior Engineer","1993-12-09","9999-01-01"
493832,"Conal","Jullig","Senior Staff","2000-05-28","9999-01-01"
493832,"Conal","Jullig","Staff","1993-05-28","2000-05-28"
493835,"Kaijung","Hatcliff","Engineer","1998-01-20","9999-01-01"
493836,"Marit","Luga","Engineer","1991-03-06","2000-03-05"
493836,"Marit","Luga","Senior Engineer","2000-03-05","9999-01-01"
493845,"Gully","Suermann","Senior Engineer","1998-04-28","9999-01-01"
493847,"Tristan","Eastman","Staff","1997-04-13","9999-01-01"
493848,"Nevin","Muchinsky","Senior Staff","1995-02-21","1996-09-13"
493850,"Volkmar","Fargier","Senior Staff","1992-07-29","9999-01-01"
493850,"Volkmar","Fargier","Staff","1987-07-30","1992-07-29"
493853,"Oguz","Nourani","Engineer","1992-07-06","2000-07-06"
493853,"Oguz","Nourani","Senior Engineer","2000-07-06","2001-10-16"
493854,"Qunsheng","Melski","Engineer","1992-11-06","2000-11-06"
493854,"Qunsheng","Melski","Senior Engineer","2000-11-06","9999-01-01"
493855,"Fusako","Iacovou","Senior Engineer","1988-07-24","9999-01-01"
493857,"Alagu","Ecklund","Senior Staff","1999-01-28","2000-01-07"
493857,"Alagu","Ecklund","Staff","1994-01-28","1999-01-28"
493862,"Weiye","Radivojevic","Staff","1999-07-19","9999-01-01"
493869,"Remko","Perz","Senior Engineer","1991-05-12","9999-01-01"
493870,"Danco","Anick","Engineer","1998-12-19","2001-08-29"
493871,"Nimmagadda","Butterworth","Engineer","1996-07-18","2001-07-18"
493871,"Nimmagadda","Butterworth","Senior Engineer","2001-07-18","9999-01-01"
493872,"Ugo","Tsukuda","Senior Staff","1986-04-17","9999-01-01"
493874,"Lunjin","Kamble","Engineer","1994-10-20","9999-01-01"
493884,"Takushi","Ernst","Staff","1997-04-03","9999-01-01"
493887,"Bernice","Hiroyama","Engineer","1994-12-09","2000-09-22"
493889,"Badri","Lowrie","Senior Staff","2000-02-09","9999-01-01"
493889,"Badri","Lowrie","Staff","1992-02-09","2000-02-09"
493890,"Cristinel","Lorys","Engineer","1996-04-09","9999-01-01"
493891,"Serif","Hockney","Senior Staff","1996-02-29","2000-02-20"
493893,"Almudena","Ashish","Engineer","1988-03-09","1992-05-20"
493894,"Hairong","Comyn","Engineer","1988-05-13","1997-05-13"
493894,"Hairong","Comyn","Senior Engineer","1997-05-13","9999-01-01"
493897,"Sariel","Hennings","Staff","1997-04-25","9999-01-01"
493901,"Doowon","Gischer","Senior Staff","1985-10-16","9999-01-01"
493902,"Heping","Pettey","Engineer","1992-04-06","2001-04-06"
493902,"Heping","Pettey","Senior Engineer","2001-04-06","9999-01-01"
493903,"Takahiro","Kornyak","Senior Staff","1987-01-22","9999-01-01"
493905,"Eishiro","Luan","Engineer","1995-03-13","9999-01-01"
493909,"Hatim","Emden","Senior Staff","1998-07-21","9999-01-01"
493910,"Marl","Swick","Engineer","1994-12-02","1999-12-02"
493910,"Marl","Swick","Senior Engineer","1999-12-02","9999-01-01"
493912,"Weidon","Magalhaes","Senior Engineer","1991-07-27","9999-01-01"
493916,"Kristen","Jayawardene","Engineer","1988-05-24","1997-05-24"
493916,"Kristen","Jayawardene","Senior Engineer","1997-05-24","9999-01-01"
493917,"Gina","Prochazka","Assistant Engineer","1995-09-04","2000-09-03"
493917,"Gina","Prochazka","Engineer","2000-09-03","9999-01-01"
493921,"Shahid","Cheshire","Engineer","1997-05-19","9999-01-01"
493924,"Nikolaos","Bael","Staff","1997-07-17","9999-01-01"
493926,"Chikara","Maraist","Senior Staff","1997-06-01","9999-01-01"
493926,"Chikara","Maraist","Staff","1991-06-02","1997-06-01"
493929,"Gal","Lambe","Engineer","1994-07-17","2002-07-17"
493929,"Gal","Lambe","Senior Engineer","2002-07-17","9999-01-01"
493930,"Bodo","Norsworthy","Engineer","1999-06-23","1999-12-21"
493931,"Fusako","Olivero","Engineer","1996-09-13","9999-01-01"
493940,"Genevieve","Asser","Engineer","1994-08-31","9999-01-01"
493941,"Reuven","Redmiles","Senior Staff","1985-09-05","9999-01-01"
493944,"Ziyad","Gulla","Assistant Engineer","1998-02-02","9999-01-01"
493945,"Nahum","Eiron","Engineer","1993-07-02","1993-12-04"
493949,"Zhenhua","Terlouw","Staff","1999-06-05","9999-01-01"
493950,"Sorina","Savasere","Engineer","1996-04-19","9999-01-01"
493952,"Hirochika","Halloran","Staff","1996-04-08","2001-01-05"
493963,"Junichi","Poehlman","Senior Staff","1999-12-02","9999-01-01"
493963,"Junichi","Poehlman","Staff","1990-12-02","1999-12-02"
493965,"Fun","Veevers","Senior Engineer","1995-04-06","9999-01-01"
493971,"Ebru","Jakobus","Senior Staff","1997-11-27","9999-01-01"
493971,"Ebru","Jakobus","Staff","1991-11-28","1997-11-27"
493973,"Jagoda","Weisert","Staff","1998-03-01","2001-03-12"
493975,"Teiji","Seiwald","Engineer","1989-02-07","1994-02-07"
493975,"Teiji","Seiwald","Senior Engineer","1994-02-07","9999-01-01"
493980,"Claudi","Demri","Engineer","1989-03-08","1994-03-08"
493980,"Claudi","Demri","Senior Engineer","1994-03-08","9999-01-01"
493981,"Moheb","Plavsic","Senior Staff","2000-09-23","9999-01-01"
493981,"Moheb","Plavsic","Staff","1992-09-23","2000-09-23"
493990,"Boalin","Ertl","Senior Staff","1996-11-25","9999-01-01"
493990,"Boalin","Ertl","Staff","1990-11-26","1996-11-25"
493992,"Youngkon","Alpay","Senior Engineer","1996-03-01","9999-01-01"
493993,"Jinxi","Kamber","Engineer","1992-03-17","1997-03-17"
493993,"Jinxi","Kamber","Senior Engineer","1997-03-17","9999-01-01"
493997,"Adamantios","Emiris","Staff","1995-06-29","9999-01-01"
493999,"Arvind","Driscoll","Staff","1998-11-03","9999-01-01"
494002,"Jixiang","Melter","Senior Engineer","1995-11-09","9999-01-01"
494007,"Ioana","Zschoche","Senior Staff","1991-08-31","9999-01-01"
494007,"Ioana","Zschoche","Staff","1985-08-31","1991-08-31"
494008,"Guadalupe","Roohalamini","Senior Staff","1998-02-09","9999-01-01"
494008,"Guadalupe","Roohalamini","Staff","1990-02-09","1998-02-09"
494020,"Krister","Wilharm","Engineer","1996-02-04","9999-01-01"
494022,"Froduald","Langford","Engineer","1987-08-19","1993-08-18"
494022,"Froduald","Langford","Senior Engineer","1993-08-18","9999-01-01"
494035,"Shen","Kabayashi","Senior Engineer","1987-11-27","1997-05-30"
494037,"Shay","Binkley","Senior Staff","1995-02-17","9999-01-01"
494040,"Ayakannu","Chiodo","Senior Engineer","1999-07-13","9999-01-01"
494044,"Angel","Glinert","Senior Staff","1991-03-05","1998-10-16"
494044,"Angel","Glinert","Staff","1986-03-05","1991-03-05"
494050,"Marc","Erev","Engineer","1998-11-22","9999-01-01"
494051,"Katsuo","Birdsall","Technique Leader","1985-11-26","9999-01-01"
494061,"Conal","Akaboshi","Technique Leader","1999-08-09","9999-01-01"
494063,"Werner","Laurillard","Engineer","1999-04-13","9999-01-01"
494068,"Kerryn","Swiss","Senior Staff","1994-05-23","9999-01-01"
494068,"Kerryn","Swiss","Staff","1985-05-23","1994-05-23"
494070,"Ghassan","Preusig","Staff","1999-10-19","9999-01-01"
494076,"Kazuhiko","Raczkowsky","Engineer","1997-02-26","9999-01-01"
494078,"Valery","McDermid","Engineer","1990-07-12","1995-07-12"
494078,"Valery","McDermid","Senior Engineer","1995-07-12","9999-01-01"
494080,"Marko","Showalter","Engineer","1993-06-15","2000-06-15"
494080,"Marko","Showalter","Senior Engineer","2000-06-15","9999-01-01"
494086,"Zhensheng","Zobel","Staff","1987-12-09","1989-10-08"
494099,"Waiman","Irland","Senior Staff","1992-05-30","9999-01-01"
494099,"Waiman","Irland","Staff","1986-05-31","1992-05-30"
494100,"Morrie","Riesenhuber","Engineer","1987-12-25","1995-12-25"
494100,"Morrie","Riesenhuber","Senior Engineer","1995-12-25","9999-01-01"
494105,"Mabhin","Himler","Senior Staff","1996-10-03","9999-01-01"
494105,"Mabhin","Himler","Staff","1991-10-04","1996-10-03"
494114,"Vitaly","Danley","Engineer","1985-07-30","1991-07-30"
494114,"Vitaly","Danley","Senior Engineer","1991-07-30","9999-01-01"
494125,"Tetsushi","Setiz","Senior Staff","1999-06-17","9999-01-01"
494125,"Tetsushi","Setiz","Staff","1994-06-17","1999-06-17"
494128,"Brewster","Chiodo","Senior Staff","1995-06-20","9999-01-01"
494128,"Brewster","Chiodo","Staff","1987-06-20","1995-06-20"
494136,"Florian","Edelhoff","Senior Staff","2000-04-06","9999-01-01"
494136,"Florian","Edelhoff","Staff","1994-04-07","2000-04-06"
494147,"Shin","Poehlman","Senior Staff","1998-11-11","9999-01-01"
494147,"Shin","Poehlman","Staff","1990-11-11","1998-11-11"
494149,"Gully","Hoppenstand","Engineer","1997-01-01","9999-01-01"
494153,"Leandro","Dulin","Senior Engineer","1985-09-07","1994-12-11"
494155,"Byong","Schwabacher","Senior Staff","1992-11-13","9999-01-01"
494155,"Byong","Schwabacher","Staff","1985-11-13","1992-11-13"
494156,"Pohua","McFarlan","Engineer","1988-08-16","1993-08-16"
494156,"Pohua","McFarlan","Senior Engineer","1993-08-16","9999-01-01"
494162,"Anestis","Cangellaris","Engineer","1997-03-09","9999-01-01"
494163,"Ghassan","Mahnke","Engineer","1996-07-16","9999-01-01"
494166,"Marit","Khalid","Assistant Engineer","1998-10-02","9999-01-01"
494167,"Berni","Kalafatis","Senior Staff","1989-12-27","9999-01-01"
494170,"Munir","Gulak","Engineer","1998-10-15","9999-01-01"
494172,"Vivian","Taubman","Staff","1995-10-06","9999-01-01"
494179,"Chuanti","Dusink","Senior Engineer","1990-05-08","9999-01-01"
494183,"Chiranjit","Murthy","Engineer","1990-08-15","1999-08-15"
494183,"Chiranjit","Murthy","Senior Engineer","1999-08-15","1999-10-18"
494185,"Kasidit","Assaf","Engineer","1999-03-21","9999-01-01"
494189,"Djenana","Waleschkowski","Engineer","1989-08-06","1996-08-06"
494189,"Djenana","Waleschkowski","Senior Engineer","1996-08-06","9999-01-01"
494193,"Annemarie","Hooghiemstra","Staff","1999-07-27","2000-08-26"
494199,"Takanari","Gyimothy","Senior Staff","1995-12-02","9999-01-01"
494199,"Takanari","Gyimothy","Staff","1987-12-02","1995-12-02"
494204,"Leandro","Verspoor","Senior Staff","2001-11-05","9999-01-01"
494204,"Leandro","Verspoor","Staff","1995-11-06","2001-11-05"
494207,"Marl","Rande","Engineer","1999-05-12","9999-01-01"
494219,"Ekawit","Papsdorf","Assistant Engineer","1986-10-18","1991-10-18"
494219,"Ekawit","Papsdorf","Engineer","1991-10-18","1996-10-17"
494219,"Ekawit","Papsdorf","Senior Engineer","1996-10-17","9999-01-01"
494220,"Miyeon","Zielinski","Senior Engineer","1999-02-07","9999-01-01"
494222,"Masali","Perfilyeva","Senior Engineer","1985-11-07","9999-01-01"
494233,"Sasan","Takanami","Staff","1996-01-08","2001-11-24"
494234,"Randi","Stafford","Engineer","1994-10-26","9999-01-01"
494239,"Irene","Bernardinello","Senior Staff","2002-07-06","9999-01-01"
494239,"Irene","Bernardinello","Staff","1996-07-06","2002-07-06"
494240,"Tommaso","Bruckman","Senior Engineer","1987-06-13","1988-06-25"
494242,"Jinpo","Vesel","Assistant Engineer","1988-01-19","1989-06-10"
494246,"Vitaly","Rosiles","Engineer","1993-03-08","1995-01-20"
494250,"Kristina","Ligten","Senior Staff","1989-12-12","2002-06-26"
494257,"Branimir","Perri","Senior Engineer","1993-08-05","9999-01-01"
494266,"Duri","Bahi","Technique Leader","1996-03-31","9999-01-01"
494270,"Kasturi","Jonsson","Senior Staff","1997-10-05","9999-01-01"
494270,"Kasturi","Jonsson","Staff","1991-10-06","1997-10-05"
494271,"Zsolt","Baba","Engineer","1989-11-23","1996-11-23"
494271,"Zsolt","Baba","Senior Engineer","1996-11-23","9999-01-01"
494272,"Yinghua","Vasanthakumar","Engineer","1990-08-04","1996-08-03"
494272,"Yinghua","Vasanthakumar","Senior Engineer","1996-08-03","9999-01-01"
494273,"Shahab","Rotem","Staff","1998-11-29","9999-01-01"
494276,"Eran","Sudbeck","Engineer","1985-04-14","1991-04-14"
494276,"Eran","Sudbeck","Senior Engineer","1991-04-14","2001-01-02"
494278,"Yoshimitsu","Mikschl","Engineer","1999-05-04","9999-01-01"
494282,"Karlis","Kawashima","Senior Staff","1995-12-23","1999-01-02"
494282,"Karlis","Kawashima","Staff","1988-12-22","1995-12-23"
494287,"Xudong","Gulik","Senior Staff","2001-10-19","9999-01-01"
494287,"Xudong","Gulik","Staff","1996-10-19","2001-10-19"
494290,"Howell","Hellwagner","Senior Staff","1992-11-09","9999-01-01"
494291,"Cedric","Tsukuda","Engineer","1996-01-23","2000-06-21"
494293,"Mariusz","Dehkordi","Engineer","1989-08-20","1997-08-20"
494293,"Mariusz","Dehkordi","Senior Engineer","1997-08-20","9999-01-01"
494297,"Adib","Dehkordi","Engineer","1990-08-16","1997-08-16"
494297,"Adib","Dehkordi","Senior Engineer","1997-08-16","9999-01-01"
494300,"Zeljko","Oberman","Staff","1997-09-29","9999-01-01"
494301,"Rosalie","Beutelspacher","Assistant Engineer","1985-12-01","1992-12-01"
494301,"Rosalie","Beutelspacher","Engineer","1992-12-01","1999-12-02"
494301,"Rosalie","Beutelspacher","Senior Engineer","1999-12-02","9999-01-01"
494302,"Qingxiang","Polajnar","Senior Staff","1993-07-23","1999-08-05"
494302,"Qingxiang","Polajnar","Staff","1988-07-23","1993-07-23"
494305,"Taiji","Sommen","Assistant Engineer","1990-10-16","1999-10-16"
494305,"Taiji","Sommen","Engineer","1999-10-16","9999-01-01"
494308,"Vincent","Aloisi","Senior Staff","1999-07-28","9999-01-01"
494313,"Sigeru","Nitta","Senior Staff","1992-12-23","2001-03-11"
494313,"Sigeru","Nitta","Staff","1987-12-24","1992-12-23"
494314,"Bokyung","Panwar","Senior Staff","2000-04-09","9999-01-01"
494314,"Bokyung","Panwar","Staff","1991-04-10","2000-04-09"
494316,"Dekang","Merlo","Senior Staff","1987-12-24","9999-01-01"
494319,"Pradeep","Peha","Senior Staff","1996-11-14","9999-01-01"
494319,"Pradeep","Peha","Staff","1989-11-14","1996-11-14"
494321,"Paris","Swab","Senior Staff","1997-09-20","9999-01-01"
494321,"Paris","Swab","Staff","1990-09-20","1997-09-20"
494324,"Lillian","Luca","Engineer","1991-01-15","1999-01-15"
494324,"Lillian","Luca","Senior Engineer","1999-01-15","9999-01-01"
494325,"Shin","Ferretti","Senior Staff","1998-03-04","9999-01-01"
494325,"Shin","Ferretti","Staff","1992-03-04","1998-03-04"
494327,"Lillian","Nitto","Assistant Engineer","1986-12-14","1991-12-14"
494327,"Lillian","Nitto","Engineer","1991-12-14","1996-12-13"
494327,"Lillian","Nitto","Senior Engineer","1996-12-13","9999-01-01"
494332,"Kristen","Penz","Senior Staff","1992-03-18","2000-03-20"
494337,"Shir","Khamsi","Engineer","1998-01-30","9999-01-01"
494339,"Uno","Danley","Engineer","1988-01-06","1996-01-06"
494339,"Uno","Danley","Senior Engineer","1996-01-06","9999-01-01"
494346,"JoAnne","Escriba","Staff","1998-09-25","9999-01-01"
494348,"Kolar","Nittel","Senior Engineer","1994-01-10","9999-01-01"
494352,"Zine","Salvesen","Staff","1998-10-18","9999-01-01"
494355,"Koichi","Reutenauer","Assistant Engineer","1998-04-25","9999-01-01"
494356,"Alejandro","Gente","Technique Leader","1996-02-01","1997-11-28"
494357,"Arra","Lorys","Senior Engineer","1991-04-27","9999-01-01"
494363,"Jongsuk","Tsukuda","Assistant Engineer","1991-01-07","1992-12-06"
494366,"Fumiya","Taubenfeld","Senior Engineer","1996-09-18","9999-01-01"
494375,"Kwun","Shackell","Engineer","1987-09-03","1994-09-03"
494375,"Kwun","Shackell","Senior Engineer","1994-09-03","9999-01-01"
494380,"Goh","Einsfeld","Senior Staff","2001-04-30","9999-01-01"
494380,"Goh","Einsfeld","Staff","1996-04-30","2001-04-30"
494381,"Isaac","Ushiama","Senior Staff","1992-11-24","9999-01-01"
494381,"Isaac","Ushiama","Staff","1985-11-24","1992-11-24"
494392,"Emdad","Ernst","Senior Staff","1999-06-11","9999-01-01"
494392,"Emdad","Ernst","Staff","1990-06-11","1999-06-11"
494398,"Claudi","Kulisch","Senior Staff","1989-07-15","9999-01-01"
494400,"Yongqiao","Schicker","Staff","1999-05-03","9999-01-01"
494404,"Menkae","Mapelli","Senior Staff","1995-07-15","9999-01-01"
494404,"Menkae","Mapelli","Staff","1986-07-15","1995-07-15"
494406,"Vincent","Babb","Senior Staff","1986-12-22","9999-01-01"
494409,"Munehiko","Cesareni","Technique Leader","1993-05-28","9999-01-01"
494417,"Eberhardt","Gargeya","Senior Staff","1999-11-16","9999-01-01"
494417,"Eberhardt","Gargeya","Staff","1990-11-16","1999-11-16"
494420,"Jouni","Fujisaki","Engineer","1991-11-13","2000-11-12"
494420,"Jouni","Fujisaki","Senior Engineer","2000-11-12","9999-01-01"
494421,"Tesuro","Liedekerke","Engineer","1987-11-29","1992-11-28"
494421,"Tesuro","Liedekerke","Senior Engineer","1992-11-28","1996-06-10"
494422,"Constantine","Schwaller","Senior Staff","2000-01-26","9999-01-01"
494422,"Constantine","Schwaller","Staff","1991-01-26","2000-01-26"
494423,"Izaskun","Guenter","Senior Staff","1995-12-14","9999-01-01"
494423,"Izaskun","Guenter","Staff","1989-12-14","1995-12-14"
494425,"Mong","Heping","Senior Staff","1996-04-13","9999-01-01"
494425,"Mong","Heping","Staff","1987-04-14","1996-04-13"
494428,"Manton","Selvestrel","Senior Staff","1995-10-16","9999-01-01"
494428,"Manton","Selvestrel","Staff","1988-10-15","1995-10-16"
494429,"Chaitali","Fandrianto","Engineer","1991-06-15","1998-06-15"
494429,"Chaitali","Fandrianto","Senior Engineer","1998-06-15","9999-01-01"
494433,"Ayonca","Cronin","Engineer","1991-01-13","1997-01-12"
494433,"Ayonca","Cronin","Senior Engineer","1997-01-12","9999-01-01"
494443,"Dzung","Auyong","Assistant Engineer","1988-12-18","1993-12-18"
494443,"Dzung","Auyong","Engineer","1993-12-18","1998-12-18"
494443,"Dzung","Auyong","Senior Engineer","1998-12-18","9999-01-01"
494452,"Chinho","Peng","Staff","1999-09-22","9999-01-01"
494456,"Heon","Swen","Engineer","1988-09-03","1994-09-03"
494456,"Heon","Swen","Senior Engineer","1994-09-03","9999-01-01"
494458,"Navid","Eterovic","Staff","1999-09-23","9999-01-01"
494460,"Horward","Jervis","Staff","1997-09-14","9999-01-01"
494473,"Aamod","Suri","Assistant Engineer","1986-07-05","1993-07-05"
494473,"Aamod","Suri","Engineer","1993-07-05","2000-07-05"
494473,"Aamod","Suri","Senior Engineer","2000-07-05","9999-01-01"
494474,"Isamu","Ossenbruggen","Senior Staff","2001-03-13","9999-01-01"
494474,"Isamu","Ossenbruggen","Staff","1994-03-13","2001-03-13"
494479,"Anoosh","Thibadeau","Engineer","1985-03-10","1992-03-10"
494479,"Anoosh","Thibadeau","Senior Engineer","1992-03-10","9999-01-01"
494482,"Munehiko","Chappelet","Senior Staff","1998-10-04","9999-01-01"
494482,"Munehiko","Chappelet","Staff","1991-10-04","1998-10-04"
494483,"Lech","Cannard","Assistant Engineer","1985-07-04","1991-07-04"
494483,"Lech","Cannard","Engineer","1991-07-04","1997-07-03"
494483,"Lech","Cannard","Senior Engineer","1997-07-03","9999-01-01"
494484,"Tsvetan","Zockler","Senior Staff","2001-01-03","9999-01-01"
494484,"Tsvetan","Zockler","Staff","1992-01-04","2001-01-03"
494489,"Elvis","Kroll","Staff","1994-11-22","1995-10-21"
494491,"Masaki","Badache","Staff","1995-06-26","2000-02-19"
494495,"Chiranjit","Jullig","Staff","1996-09-16","9999-01-01"
494499,"Lenore","Rassart","Engineer","1999-09-22","9999-01-01"
494506,"Fabrizio","Ozeri","Senior Staff","1992-05-25","9999-01-01"
494511,"Naftaly","Georg","Engineer","1994-12-01","9999-01-01"
494514,"Fumiko","Janetzko","Senior Staff","1996-02-12","1998-06-21"
494520,"Jayesh","Back","Senior Staff","1994-01-25","9999-01-01"
494520,"Jayesh","Back","Staff","1989-01-25","1994-01-25"
494522,"Florina","Koshiba","Senior Staff","1995-12-09","9999-01-01"
494522,"Florina","Koshiba","Staff","1989-12-09","1995-12-09"
494524,"Toshiko","Jonsson","Engineer","1985-03-22","1992-03-22"
494524,"Toshiko","Jonsson","Senior Engineer","1992-03-22","9999-01-01"
494536,"Bluma","Lemarechal","Engineer","1991-10-17","1992-07-08"
494538,"Theron","Standera","Engineer","1997-12-04","2001-08-14"
494539,"Tadahiro","Morton","Engineer","1989-12-30","1998-12-30"
494539,"Tadahiro","Morton","Senior Engineer","1998-12-30","9999-01-01"
494547,"Fun","Mawatari","Senior Staff","1998-02-22","9999-01-01"
494547,"Fun","Mawatari","Staff","1989-02-22","1998-02-22"
494548,"Goetz","Peral","Engineer","1992-02-13","2001-02-12"
494548,"Goetz","Peral","Senior Engineer","2001-02-12","9999-01-01"
494549,"Kasidit","Rosti","Senior Staff","1995-01-02","9999-01-01"
494549,"Kasidit","Rosti","Staff","1989-01-02","1995-01-02"
494554,"Vojin","Siksek","Senior Staff","1991-09-09","9999-01-01"
494554,"Vojin","Siksek","Staff","1986-09-09","1991-09-09"
494555,"Kokou","Taubenfeld","Staff","1998-01-04","9999-01-01"
